zw
23-05-2018,System,0,0,0.42,UBC Card
01-01-2019,Test,0,0,5,UBC Card
24-05-2018,Bento1,49.26574,-123.25435,7.97,UBC Card
01-01-2019,Test,0,0,5,UBC Card
24-05-2018,Pay For Print,49.26743,-123.2529,0.14,UBC Card
01-01-2019,Test,0,0,5,UBC Card
24-05-2018,Pay For Print,49.26743,-123.2529,0.14,UBC Card
01-01-2019,Test,0,0,5,UBC Card
24-05-2018,WhiteSpot2,49.26591,-123.25452,11.76,UBC Card
01-01-2019,Test,0,0,5,UBC Card
25-05-2018,Honour Roll Sushi,0,0,8.40,UBC Card
01-01-2019,Test,0,0,5,UBC Card
27-05-2018,Pie R Squared,0,0,5.25,UBC Card
01-01-2019,Test,0,0,5,UBC Card
27-05-2018,Mercante2,49.26369,-123.25501,5.33,UBC Card
01-01-2019,Test,0,0,5,UBC Card
27-05-2018,Mercante2,49.26369,-123.25501,2.27,UBC Card
01-01-2019,Test,0,0,5,UBC Card
28-05-2018,IWANA Taco,0,0,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
28-05-2018,IWANA Taco,0,0,2.89,UBC Card
01-01-2019,Test,0,0,5,UBC Card
29-05-2018,Grand Noodle Emporium,0,0,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
29-05-2018,WhiteSpot2,49.26591,-123.25452,7.28,UBC Card
01-01-2019,Test,0,0,5,UBC Card
29-05-2018,WhiteSpot3,49.26591,-123.25452,4.48,UBC Card
01-01-2019,Test,0,0,5,UBC Card
30-05-2018,Pay For Print,49.26743,-123.2529,0.70,UBC Card
01-01-2019,Test,0,0,5,UBC Card
30-05-2018,Bookstore1,49.26506,123.25057,2.25,UBC Card
01-01-2019,Test,0,0,5,UBC Card
31-05-2018,Bento1,49.26574,-123.25435,7.97,UBC Card
01-01-2019,Test,0,0,5,UBC Card
31-05-2018,WhiteSpot2,49.26591,-123.25452,4.48,UBC Card
01-01-2019,Test,0,0,5,UBC Card
05-06-2018,IWANA Taco,0,0,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
05-06-2018,IWANA Taco,0,0,2.89,UBC Card
01-01-2019,Test,0,0,5,UBC Card
05-06-2018,WhiteSpot2,49.26591,-123.25452,4.48,UBC Card
01-01-2019,Test,0,0,5,UBC Card
06-06-2018,Bento1,49.26574,-123.25435,7.97,UBC Card
01-01-2019,Test,0,0,5,UBC Card
06-06-2018,TrekTims2,49.26022,-123.24841,2.68,UBC Card
01-01-2019,Test,0,0,5,UBC Card
12-06-2018,IWANA Taco,0,0,6.30,UBC Card
01-01-2019,Test,0,0,5,UBC Card
12-06-2018,WhiteSpot2,49.26591,-123.25452,4.48,UBC Card
01-01-2019,Test,0,0,5,UBC Card
12-06-2018,WhiteSpot1,49.26591,-123.25452,7.28,UBC Card
01-01-2019,Test,0,0,5,UBC Card
15-06-2018,Bento1,49.26574,-123.25435,7.97,UBC Card
01-01-2019,Test,0,0,5,UBC Card
15-06-2018,PointGrill2,49.2616,-123.25527,15.27,UBC Card
01-01-2019,Test,0,0,5,UBC Card
17-06-2018,Mercante2,49.26369,-123.25501,10.97,UBC Card
01-01-2019,Test,0,0,5,UBC Card
19-06-2018,Grand Noodle Emporium,0,0,8.40,UBC Card
01-01-2019,Test,0,0,5,UBC Card
19-06-2018,WhiteSpot2,49.26591,-123.25452,13.81,UBC Card
01-01-2019,Test,0,0,5,UBC Card
20-06-2018,Bento1,49.26574,-123.25435,7.97,UBC Card
01-01-2019,Test,0,0,5,UBC Card
20-06-2018,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
21-06-2018,Bento1,49.26574,-123.25435,7.97,UBC Card
01-01-2019,Test,0,0,5,UBC Card
25-06-2018,WhiteSpot2,49.26591,-123.25452,4.48,UBC Card
01-01-2019,Test,0,0,5,UBC Card
29-08-2018,System,0,0,4.48,UBC Card
01-01-2019,Test,0,0,5,UBC Card
10-09-2018,Blue Chip Cookies,49.26647,-123.24986,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
13-09-2018,Blue Chip Cookies,49.26647,-123.24986,8.40,UBC Card
01-01-2019,Test,0,0,5,UBC Card
14-09-2018,Pay For Print,49.26743,-123.2529,0.91,UBC Card
01-01-2019,Test,0,0,5,UBC Card
20-09-2018,Blue Chip Cookies,49.26647,-123.24986,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
21-09-2018,Blue Chip Cookies,49.26647,-123.24986,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
26-09-2018,Blue Chip Cookies,49.26647,-123.24986,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
26-09-2018,Blue Chip Cookies,49.26647,-123.24986,4.83,UBC Card
01-01-2019,Test,0,0,5,UBC Card
26-09-2018,Blue Chip Cookies,49.26647,-123.24986,3.68,UBC Card
01-01-2019,Test,0,0,5,UBC Card
02-10-2018,Blue Chip Cookies,49.26647,-123.24986,3.68,UBC Card
01-01-2019,Test,0,0,5,UBC Card
02-10-2018,Blue Chip Cookies,49.26647,-123.24986,6.72,UBC Card
01-01-2019,Test,0,0,5,UBC Card
02-10-2018,Blue Chip Cookies,49.26647,-123.24986,2.89,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-10-2018,Blue Chip Cookies,49.26647,-123.24986,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-10-2018,Blue Chip Cookies,49.26647,-123.24986,4.83,UBC Card
01-01-2019,Test,0,0,5,UBC Card
10-10-2018,Blue Chip Cookies,49.26647,-123.24986,3.68,UBC Card
01-01-2019,Test,0,0,5,UBC Card
11-10-2018,Blue Chip Cookies,49.26647,-123.24986,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
11-10-2018,Blue Chip Cookies,49.26647,-123.24986,2.89,UBC Card
01-01-2019,Test,0,0,5,UBC Card
12-10-2018,Blue Chip Cookies,49.26647,-123.24986,6.56,UBC Card
01-01-2019,Test,0,0,5,UBC Card
12-10-2018,Blue Chip Cookies,49.26647,-123.24986,3.68,UBC Card
01-01-2019,Test,0,0,5,UBC Card
13-10-2018,Pay For Print,49.26743,-123.2529,0.63,UBC Card
01-01-2019,Test,0,0,5,UBC Card
15-10-2018,Blue Chip Cookies,49.26647,-123.24986,4.83,UBC Card
01-01-2019,Test,0,0,5,UBC Card
22-10-2018,Blue Chip Cookies,49.26647,-123.24986,9.45,UBC Card
01-01-2019,Test,0,0,5,UBC Card
23-10-2018,Blue Chip Cookies,49.26647,-123.24986,13.13,UBC Card
01-01-2019,Test,0,0,5,UBC Card
29-10-2018,Blue Chip Cookies,49.26647,-123.24986,8.66,UBC Card
01-01-2019,Test,0,0,5,UBC Card
30-10-2018,Domino's Pizza (10th Ave),49.26359,-123.2069,20.98,UBC Card
01-01-2019,Test,0,0,5,UBC Card
31-10-2018,Domino's Pizza (10th Ave),49.26359,-123.2069,2.50,UBC Card
01-01-2019,Test,0,0,5,UBC Card
04-11-2018,Domino's Pizza (10th Ave),49.26359,-123.2069,17.83,UBC Card
01-01-2019,Test,0,0,5,UBC Card
04-11-2018,Domino's Pizza (10th Ave),49.26359,-123.2069,2.17,UBC Card
01-01-2019,Test,0,0,5,UBC Card
05-11-2018,Blue Chip Cookies,49.26647,-123.24986,3.68,UBC Card
01-01-2019,Test,0,0,5,UBC Card
11-11-2018,Pay For Print,49.26743,-123.2529,0.56,UBC Card
01-01-2019,Test,0,0,5,UBC Card
14-11-2018,UBC Corner Store,0,0,1.31,UBC Card
01-01-2019,Test,0,0,5,UBC Card
14-11-2018,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
20-11-2018,Domino's Pizza (10th Ave),49.26359,-123.2069,17.83,UBC Card
01-01-2019,Test,0,0,5,UBC Card
20-11-2018,Blue Chip Cookies,49.26647,-123.24986,11.03,UBC Card
01-01-2019,Test,0,0,5,UBC Card
21-11-2018,TimHortons1,49.26022,-123.24841,1.76,UBC Card
01-01-2019,Test,0,0,5,UBC Card
28-11-2018,Blue Chip Cookies,49.26647,-123.24986,4.04,UBC Card
01-01-2019,Test,0,0,5,UBC Card
28-11-2018,The Pita Pit,49.26609,-123.2421,9.75,UBC Card
01-01-2019,Test,0,0,5,UBC Card
29-11-2018,Domino's Pizza (10th Ave),49.26359,-123.2069,19.93,UBC Card
01-01-2019,Test,0,0,5,UBC Card
30-11-2018,Blue Chip Cookies,49.26647,-123.24986,8.66,UBC Card
01-01-2019,Test,0,0,5,UBC Card
06-12-2018,Blue Chip Cookies,49.26647,-123.24986,6.56,UBC Card
01-01-2019,Test,0,0,5,UBC Card
06-12-2018,Blue Chip Cookies,49.26647,-123.24986,2.89,UBC Card
01-01-2019,Test,0,0,5,UBC Card
14-12-2018,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
14-12-2018,Pay For Print,49.26743,-123.2529,1.05,UBC Card
01-01-2019,Test,0,0,5,UBC Card
14-12-2018,Pay For Print,49.26743,-123.2529,1.33,UBC Card
01-01-2019,Test,0,0,5,UBC Card
16-12-2018,Pay For Print,49.26743,-123.2529,0.28,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.10,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.10,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
03-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
09-01-2019,Blue Chip Cookies,49.26647,-123.24986,11.03,UBC Card
01-01-2019,Test,0,0,5,UBC Card
10-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
10-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
10-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
10-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
10-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
10-01-2019,Pay For Print,49.26743,-123.2529,0.07,UBC Card
01-01-2019,Test,0,0,5,UBC Card
